Product Photo,Group Category ,Product Category ,Product Sub-Category,Manufacturer Name,Available packaging,Stock Status,ROHS,ECCN,Lead Time,HSCode,Short Description,Price,Technical Specification,Datasheet Link,Manufacturer Part No,Quantity Available,Qty Multiple,Qty Min,COO,Series,
https://www.apem.com/int/147587-cart_default/3500-series.jpg,Electromechanical Components,Switches,Pushbutton Switches,APEM,Bulk,Lead time,Yes,EAR99,10 weeks,84799090,Pushbutton Switches 2A 28VDC Black Btn,,"{""Accessory type"":""Industrial Switch"",""Current rating"":""2A"",""Colour"":""Black""}",https://www.mouser.in/datasheet/2/26/APEM_07242018_APEM_IX_Series-1382075.pdf,IXR5S12M,,1,1,US,1000,
