Sr. no,Product Photo,Group Category ,Product Category ,Product Sub-Category,Manufacturer Part No,Short Description,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
197,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-2LP-068N1T-AC.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-068N1T-AC-(50),"CBL ASSY U.FL PLUG-PLUG 1.969""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,RF Connectors Original
198,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-G4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBT-10104-G8,"JUMPER-H9992TR/1852GR/H9992TR 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,,,DF13 Series
199,//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BBG-10000-L8.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBT-10104-L8,"JUMPER-H9992TR/1852BL/H9992TR 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,DF13 Series
200,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-B4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBG-10104-B6,"JUMPER-H9991TR/1853BK/H9991TR 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,
201,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-N4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBT-10104-N8,"JUMPER-H9992TR/1852BR/H9992TR 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,DF13 Series
202,//media.digikey.com/Photos/Hirose%20Elect%20Photos/W.FL-2LP-04N1-A-(500).jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),W.FL-2LP-04N1-A-(150),"CBL ASSY W.FL PLUG-PLUG 5.906""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’W.FL to W.FL’, ’1st Connector’: ’W.FL to W.FL’, ’2nd Connector’: ’W.FL to W.FL’, ’1st Contact Gender’: ’W.FL to W.FL’, ’2nd Contact Gender’: ’W.FL to W.FL’, ’Length’: ’W.FL to W.FL’, ’Cable Type’: ’W.FL to W.FL’, ’Overall Impedance’: ’W.FL",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=&productname=&series=W.FL&documenttype=Catalog&lang=en&documentid=D31665_en,,
203,//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BBG-10000-L8.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBG-10104-L6,"JUMPER-H9991TR/1853BL/H9991TR 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,
204,//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BBG-10000-W6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBG-10104-W6,"JUMPER-H9991TR/1853WH/H9991TR 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,,,
205,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-R4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBG-10104-R6,"JUMPER-H9991TR/1853RD/H9991TR 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,
206,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-2LP-066N1-AC.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-066N1-AC-(100),"CBL ASSY U.FL PLUG-PLUG 3.937""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,RF Connectors Original
207,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-2LP-062N1D-AC.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-062N1D-AC-(50),"CBL ASSY U.FL PLUG-PLUG 1.969""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,RF Connectors Original
208,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04K1T-AC-(200).jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-04K1T-AC-(100),"CBL ASSY U.FL PLUG-PLUG 3.937""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,RF Connectors Original
209,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-2LP-066N1-AC.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-066N1-AC-(50),"CBL ASSY U.FL PLUG-PLUG 1.969""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,RF Connectors Original
210,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BXG-10104-B8,"JUMPER-H9991TR/1852BK/X 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,,,DF13 Series
211,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BXT-10104-B6,"JUMPER-H9992TR/1853 BK/X 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,https://www.alphawire.com/products/wire/hook-up-wire/premium/1853/,,
212,//media.digikey.com/Photos/Hirose%20Elect%20Photos/X.FL%20SERIES.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),X.FL-2LP-04K1T-AC-(50),"CBL ASSY X.FL PLUG-PLUG 1.969""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’X.FL to X.FL’, ’1st Connector’: ’X.FL to X.FL’, ’2nd Connector’: ’X.FL to X.FL’, ’1st Contact Gender’: ’X.FL to X.FL’, ’2nd Contact Gender’: ’X.FL to X.FL’, ’Length’: ’X.FL to X.FL’, ’Cable Type’: ’X.FL to X.FL’, ’Overall Impedance’: ’X.FL",Yes,EAR99,85444220,,,RF Connectors Original
213,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-R6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BXG-10104-R8,"JUMPER-H9991TR/1852RD/X 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,DF13 Series
214,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H2BXT-10112-B6,"JUMPER-H1500TR/A3049B/X 12""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,,,
215,//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BXG-10000-W6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H2BXT-10112-W6,"JUMPER-H1500TR/A3049W/X 12""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,,,
216,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-LP-066J1-A-%28xxxx%29.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-LP-066J1-A-(200),"CBL ASSY U.FL PLUG 7.874""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,1,1,,"{’Style’: ’U.FL (UMCC) to Cable’, ’1st Connector’: ’U.FL (UMCC) to Cable’, ’2nd Connector’: ’U.FL (UMCC) to Cable’, ’1st Contact Gender’: ’U.FL (UMCC) to Cable’, ’2nd Contact Gender’: ’U.FL (UMCC) to Cable’, ’Length’: ’U.FL (UMCC) to Cable’, ’Cable T",Yes,EAR99,85444220,,,RF Connectors Original
217,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-2LP-068N1T-AC.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-068N1T-AC-(100),"CBL ASSY U.FL PLUG-PLUG 3.937""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,RF Connectors Original
218,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04K1T-AC.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),W.FL-2LP-04K1T-AC-(50),"CBL ASSY W.FL PLUG-PLUG 1.969""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’W.FL to W.FL’, ’1st Connector’: ’W.FL to W.FL’, ’2nd Connector’: ’W.FL to W.FL’, ’1st Contact Gender’: ’W.FL to W.FL’, ’2nd Contact Gender’: ’W.FL to W.FL’, ’Length’: ’W.FL to W.FL’, ’Cable Type’: ’W.FL to W.FL’, ’Overall Impedance’: ’W.FL",Yes,EAR99,85444220,,,
219,//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BXG-10000-W6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BXG-10104-W8,"JUMPER-H9991TR/1852WH/X 4""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,DF13 Series
220,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-S6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H2BXT-10112-S6,"JUMPER-H1500TR/A3049S/X 12""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,,,
221,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04N1-A-(xx).jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-04N1-A-(50),"CBL ASSY U.FL PLUG-PLUG 1.969""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,U.FL Series Connectors
222,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-2LP-088K1T-A-(100).JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-088K1T-AC-(100),"CBL ASSY U.FL PLUG-PLUG 3.937""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,RF Connectors Original
223,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H2BXG-10108-B6,"JUMPER-H1501TR/A3049B/X 8""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,,,
224,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-2LP-062N1D-AC.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-062N1D-AC-(100),"CBL ASSY U.FL PLUG-PLUG 3.937""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,RF Connectors Original
225,//media.digikey.com/Photos/Hirose%20Elect%20Photos/X.FL%20SERIES.JPG,Interconnect,Cable Assemblies,Coaxial Cables (RF),X.FL-2LP-04K1T-AC-(100),"CBL ASSY X.FL PLUG-PLUG 3.937""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’X.FL to X.FL’, ’1st Connector’: ’X.FL to X.FL’, ’2nd Connector’: ’X.FL to X.FL’, ’1st Contact Gender’: ’X.FL to X.FL’, ’2nd Contact Gender’: ’X.FL to X.FL’, ’Length’: ’X.FL to X.FL’, ’Cable Type’: ’X.FL to X.FL’, ’Overall Impedance’: ’X.FL",Yes,EAR99,85444220,,,RF Connectors Original
226,//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BBG-10000-L8.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBT-10112-L8,"JUMPER-H9992TR/1852BL/H9992TR12""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,,,DF13 Series
227,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-A6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H3BXT-10112-A6,"JUMPER-H1504TR/A3049A/X 12""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,
228,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP(V)-04N1-A-(xxxx).jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP(V)-04N1-A-(35),"CBL ASSY U.FL PLUG-PLUG 1.378""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,"1,000","1,000",,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,U.FL Series Connectors
229,//media.digikey.com/Photos/Hirose Elect Photos/U.FL-2LPHF6-068N2T-A.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LPHF6-068N2T-A-1000,CBL ASSY U.FL PLUG TO PLUG 3.3’,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,
230,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04Nx-A-(1000).jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),U.FL-2LP-04N2-A-(200),"CBL ASSY U.FL PLUG-PLUG 7.874""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",Yes,EAR99,85444220,,,U.FL Series Connectors
231,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04K1T-AC.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),W.FL-2LP-04K1T-AC-(200),"CBL ASSY W.FL PLUG-PLUG 7.874""","HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,,100,100,,"{’Style’: ’W.FL to W.FL’, ’1st Connector’: ’W.FL to W.FL’, ’2nd Connector’: ’W.FL to W.FL’, ’1st Contact Gender’: ’W.FL to W.FL’, ’2nd Contact Gender’: ’W.FL to W.FL’, ’Length’: ’W.FL to W.FL’, ’Cable Type’: ’W.FL to W.FL’, ’Overall Impedance’: ’W.FL",Yes,EAR99,85444220,,,
232,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-R4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBT-10112-R8,"JUMPER-H9992TR/1852RD/H9992TR12""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,,,DF13 Series
233,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H3BXT-10112-B6,"JUMPER-H1504TR/A3049B/X 12""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,
234,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-B4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads",H4BBT-10112-B8,"JUMPER-H9992TR/1852BK/H9992TR12""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,,10,10,,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,DF13 Series
