Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-2-06S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-3-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-3-03N,09A30-02-3-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,70.42,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-3-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-3-04S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-4-02N,09A30-02-4-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,74.54,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-4-02S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-4-03N,09A30-02-4-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,78.07,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-5-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02-6-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02B12N,09A30-02-1-12N-F,Grayhill,Bulk,Lead Time,18 weeks,,1,10,50.11,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-02B12S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-02N,09A30-03-1-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,51.2,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-04N,09A30-03-1-04N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,53.36,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-04S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-05N,09A30-03-1-05N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,54.44,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-05S,09A30-03-1-05S,Grayhill,Bulk,Lead Time,18 weeks,,1,10,54.44,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-06N,09A30-03-1-06N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,55.49,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-06S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-07N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-07S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-08N,09A30-03-1-08N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,57.66,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-09N,09A30-03-1-09N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,58.72,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-10N,09A30-03-1-10N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,59.8,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-11N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-11S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-1-12N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-2-02N,09A30-03-2-02N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,60.87,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-2-03N,09A30-03-2-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,63.02,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-2-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-2-04S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-2-05N,09A30-03-2-05N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,67.32,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-2-06N,09A30-03-2-06N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,69.5,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-2-06S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-3-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-3-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-3-03S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-3-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-4-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-4-03N,09A30-03-4-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,100.74,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-4-03S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03-6-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-03B12N,09A30-03-1-12N-F,Grayhill,Bulk,Lead Time,18 weeks,,1,10,61.94,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-03S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-04N,09A30-04-1-04N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,62.33,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-05N,09A30-04-1-05n,Grayhill,Bulk,Lead Time,18 weeks,,1,10,63.72,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-05S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-06N,09A30-04-1-06N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,65.18,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-06S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-07N,09A30-04-1-07N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,66.62,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-09N,09A30-04-1-09N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,69.5,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-09S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-10N,09A30-04-1-10N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,70.93,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-11N,09A30-04-1-11N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,72.31,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-11S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-12N,09A30-04-1-12N-C,Grayhill,Bulk,Lead Time,18 weeks,,1,10,73.75,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-1-12S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-2-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-2-04N,09A30-04-2-04N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,78.06,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-2-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-2-06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-3-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-4-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-4-02S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04-4-03N,09A30-04-4-03N,Grayhill,Bulk,Lead Time,18 weeks,,1,10,123.46,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04B12N,09A30-04-1-12N-F,Grayhill,Bulk,Lead Time,18 weeks,,1,10,73.75,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-04B12S,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-1-07N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-1-07S,09A30-05-1-07S,Grayhill,Bulk,Lead Time,18 weeks,,1,10,76.64,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-1-09N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-1-10N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-1-12N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-2-04N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-2-05N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-2-06N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-3-02N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
,https://static.wixstatic.com/media/7db2d6_dc24254e11164bcc930e648144def90d~mv2.jpg,Electromechanical Components,Rotary,Rotary,09A30-05-3-03N,,Grayhill,Bulk,Lead Time,18 weeks,,1,10,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/09-Datasheet
