Product_photo,Group Category,product_category,product_Subcategory,Manufacturer,Packaging,Stock Status,RoHS,ECCN,Manufacturer Part No.,Lead time,HSCode,Description,Price,Technical Specification,Datasheets,Quantity Available,Qty Multiple,Qty Min,COO,Series
,Interconnect,Cable Assemblies,Rectangular Cable Assemblies,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HIF6H-60D-AA-20.0JJ,,85444220,CONN,,"{’Moisture Sensitivity Level (MSL)’: ’1(Unlimited)’, ’Standard Package’: ’1(Unlimited)’}",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX40-B-5S-1500-STDA%2830%29.jpg,Interconnect,Cable Assemblies,USB Cables,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,ZX40-B-5S-1500-STDA(30),,85444220,CABLE MICRO USB B TO STD A 1.5M,,"{’Configuration’: ’A Male to Micro B Male’, ’Length’: ’A Male to Micro B Male’, ’Specifications’: ’A Male to Micro B Male’, ’Wire Gauge’: ’A Male to Micro B Male’, ’Shielding’: ’A Male to Micro B Male’, ’Color’: ’A Male to Micro B Male’, ’Style’: ’A ",https://www.hirose.com/product/document?clcode=CL0242-0056-3-30&productname=ZX62D-B-5PA8(30)&series=ZX&documenttype=Catalog&lang=en&documentid=D31704_en,,10,10,,
,Interconnect,Cable Assemblies,Rectangular Cable Assemblies,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HIF6H-80D-AA-10.0JJ,,85444220,CONN,,"{’Moisture Sensitivity Level (MSL)’: ’1(Unlimited)’, ’Standard Package’: ’1(Unlimited)’}",,,1,1,,
,Interconnect,Cable Assemblies,Rectangular Cable Assemblies,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HIF6H-100D-AA-5.0JJ,,85444220,CONN,,"{’Moisture Sensitivity Level (MSL)’: ’1(Unlimited)’, ’Standard Package’: ’1(Unlimited)’}",,,1,1,,
,Interconnect,Cable Assemblies,Rectangular Cable Assemblies,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HIF6H-60D-AA-5.0JJ,,85444220,CONN,,"{’Moisture Sensitivity Level (MSL)’: ’1(Unlimited)’, ’Standard Package’: ’1(Unlimited)’}",,,1,1,,
,Interconnect,Cable Assemblies,Rectangular Cable Assemblies,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HIF6H-80D-AA-60.0JJ,,85444220,CONN,,"{’Moisture Sensitivity Level (MSL)’: ’1(Unlimited)’, ’Standard Package’: ’1(Unlimited)’}",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HRM-0141-CCT,,85444220,SMA COAX CONN HAND TOOL ACCY,,"{’RoHS Status’: ’Quantity’, ’Moisture Sensitivity Level (MSL)’: ’Quantity’, ’Standard Package’: ’Quantity’, ’Other Names’: ’Quantity’}",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HMU-PATBH101KQ-1M,,85444220,FIBER OPTIC CBL MU-MU SIMPLEX 1M,,"{’1st Connector’: ’MU’, ’2nd Connector’: ’MU’, ’Cable Diameter’: ’MU’, ’Cable Type’: ’MU’, ’Features’: ’MU’, ’Fiber Type’: ’MU’, ’Length - Overall’: ’MU’, ’Type’: ’MU’, ’Ratings’: ’MU’, ’Bend Radius’: ’MU’, ’Color - Cable’: ’MU’, ’Color - Connectors’",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HMU-PATBH101KQ-2M,,85444220,FIBER OPTIC CBL MU-MU SIMPLEX 2M,,"{’1st Connector’: ’MU’, ’2nd Connector’: ’MU’, ’Cable Diameter’: ’MU’, ’Cable Type’: ’MU’, ’Features’: ’MU’, ’Fiber Type’: ’MU’, ’Length - Overall’: ’MU’, ’Type’: ’MU’, ’Ratings’: ’MU’, ’Bend Radius’: ’MU’, ’Color - Cable’: ’MU’, ’Color - Connectors’",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,HSC-ASPA1-F3L-1M(60),,85444220,FIBER OPTIC PATCH CORD,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Rectangular Cable Assemblies,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HIF6H-80D-AA-10.0JJ(20),,85444220,CONN,,"{’Moisture Sensitivity Level (MSL)’: ’1(Unlimited)’, ’Standard Package’: ’1(Unlimited)’}",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_SW20-SCPT75.jpg,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,SW20-SCPT75-2-16M-6,,85444220,CABLE ASSEMBLY SW20 SERIES 16M,,"{’1st Connector’: ’SC Duplex’, ’2nd Connector’: ’SC Duplex’, ’Cable Diameter’: ’SC Duplex’, ’Cable Type’: ’SC Duplex’, ’Features’: ’SC Duplex’, ’Fiber Type’: ’SC Duplex’, ’Length - Overall’: ’SC Duplex’, ’Type’: ’SC Duplex’, ’Ratings’: ’SC Duplex’, ’",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HMU-PATBH101KQ-3M,,85444220,FIBER OPTIC CBL MU-MU SIMPLEX 3M,,"{’1st Connector’: ’MU’, ’2nd Connector’: ’MU’, ’Cable Diameter’: ’MU’, ’Cable Type’: ’MU’, ’Features’: ’MU’, ’Fiber Type’: ’MU’, ’Length - Overall’: ’MU’, ’Type’: ’MU’, ’Ratings’: ’MU’, ’Bend Radius’: ’MU’, ’Color - Cable’: ’MU’, ’Color - Connectors’",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,HSC-ASPA1-F3M-1M(60),,85444220,FIBER OPTIC PATCH CORD,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10B-U(31),,85444220,CONNECTOR,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_DX40LM-14PP-xxxCV%2850%29.jpg,Interconnect,Cable Assemblies,"D-Shaped, Centronics Cables","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,DX40LM-14PP-300CV(50),,85444220,D-SUB TO AUDIO CONNECTOR 14POS,,"{’Configuration’: ’Centronics 14 pos Male to Male’, ’Length’: ’Centronics 14 pos Male to Male’, ’Cable Type’: ’Centronics 14 pos Male to Male’, ’Shielding’: ’Centronics 14 pos Male to Male’, ’Style’: ’Centronics 14 pos Male to Male’, ’Moisture Sensit",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-Y6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10102-Y8,,85444220,"JUMPER-H9992TR/1852YL/X 2""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/TM11P-88PP-KSFNC2130.jpg,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM11P-88PP-KSFNC2130,,85444220,CABLE MOD 8P8C PLUG TO PLUG 7’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’, ’Oth",,,20,20,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-N6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10102-N8,,85444220,"JUMPER-H9992TR/1852BR/X 2""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,10,10,,DF13 Series
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10BWPH01-NCR-LM,,85444220,CONNECTOR,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10102-B8,,85444220,"JUMPER-H9992TR/1852BK/X 2""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/TM11R-88-35S-300.jpg,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM11R-88-35S-300,,85444220,CABLE MOD 8P8C JACK-CABLE 0.98’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",https://www.hirose.com/product/document?clcode=CL0222-1378-0-50&productname=TM11R-5C-88(50)&series=TM11R&documenttype=Catalog&lang=en&documentid=D31678_en,,25,25,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10BWPH01S-1M(31),,85444220,FIBER OPTIC CBL 1M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10BWPH01S-ASC02-1M(31),,85444220,FIBER OPTIC CBL 1M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_TM2RG-L66.jpg,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,TM2RG-L66-5S-305,,85444220,CABLE MOD 6P6C JACK TO CABLE 1’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,150,150,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10B-WPH03-SC02-12M(31),,85444220,FIBER OPTIC CBL 12M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10BWPH03-LC06-25M(31),,85444220,FIBER OPTIC CBL 25M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_TM1R-616M44.jpg,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,TM1R-616M44-35S-205,,85444220,CABLE MOD 4P4C JACK-CABLE 0.67’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10103-B8,,85444220,"JUMPER-H9992TR/1852BK/X 3""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-R6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10103-R8,,85444220,"JUMPER-H9992TR/1852RD/X 3""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-A6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10103-A8,,85444220,"JUMPER-H9992TR/1852OR/X 3""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM2RCV-M88-10P-490A(30),,85444220,CABLE MOD 8P8C JACK-CABLE 1.61’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM2RCV-M88-10P-1100A(30),,85444220,CABLE MOD 8P8C JACK-CABLE 3.61’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM2RCV-M88-10P-1200RS(30),,85444220,CABLE MOD 8P8C JACK-CABLE 3.94’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H3BXT-10102-L6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10103-L8,,85444220,"JUMPER-H9992TR/1852BL/X 3""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM10P-88PP-TSDP1000B(50),,85444220,CABLE MOD 8P8C PLUG-PLUG 3.28’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM2RCV-M88-10P-120A(30),,85444220,CABLE MOD 8P8C JACK-CABLE 0.39’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10BWPH03-SC02-30M(31),,85444220,FIBER OPTIC CBL 30M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10B-WPH03-SC02-3M(31),,85444220,FIBER OPTIC CBL 3M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10BWPH03-SC02-5M(31),,85444220,FIBER OPTIC CBL 5M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10B-WPH03-SC02-5M(31),,85444220,FIBER OPTIC CBL 5M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10BWPSH11-DLC06-30M(31),,85444220,FIBER OPTIC CBL 30M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10104-B8,,85444220,"JUMPER-H9992TR/1852BK/X 4""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-A6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10104-A8,,85444220,"JUMPER-H9992TR/1852OR/X 4""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,10,10,,DF13 Series
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM2RCV-M88-10P-580RS(30),,85444220,CABLE MOD 8P8C JACK-CABLE 1.9’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM2RCV-M88-10P-680A,,85444220,CABLE MOD 8P8C JACK-CABLE 2.23’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-Y6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10104-Y8,,85444220,"JUMPER-H9992TR/1852YL/X 4""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM2RCV-M88-10P-780RS(30),,85444220,CABLE MOD 8P8C JACK-CABLE 2.56’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
