Product_photo,Group Category,product_category,product_Subcategory,Manufacturer,Packaging,Stock Status,RoHS,ECCN,Manufacturer Part No.,Lead time,HSCode,Description,Price,Technical Specification,Datasheets,Quantity Available,Qty Multiple,Qty Min,COO,Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF1B-2EP-2.5RC.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Housings,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,DF1B-2EP-2.5RC,16 weeks,85367000,CONN PLUG HOUSING 2POS 2.5MM,,"{’Connector Type’: ’Plug’, ’Contact Type’: ’Plug’, ’Number of Positions’: ’Plug’, ’Pitch’: ’Plug’, ’Number of Rows’: ’Plug’, ’Row Spacing’: ’Plug’, ’Mounting Type’: ’Plug’, ’Contact Termination’: ’Plug’, ’Fastening Type’: ’Plug’, ’Color’: ’Plug’, ’Fe",,,100,100,,DF1B and DF1E Series
//media.digikey.com/Photos/Hirose Elect Photos/HT801DF11-2428S(A).jpg,Interconnect,Tools,"Crimpers, Applicators, Presses","HIROSE ELECTRIC CO., LTD.",Box,Lead time ,No,EAR99,HT801/DF11-2428S(A),16 weeks,82032000,TOOL HAND CRIMPER 24-28AWG SIDE,,"{’Tool Method’: ’Manual’, ’Tool Type’: ’Manual’, ’Tool Type Feature’: ’Manual’, ’For Use With/Related Products’: ’Manual’, ’Wire Gauge or Range - AWG’: ’Manual’, ’Wire Gauge or Range - mm²’: ’Manual’, ’Ratcheting’: ’Manual’, ’Wire Entry Location’: ’M",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP(V)-04N1-A-(xxxx).jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,U.FL-2LP(V)-04N1-A-(35),,85444220,"CBL ASSY U.FL PLUG-PLUG 1.378""",,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",,,"1,000","1,000",,U.FL Series Connectors
//media.digikey.com/photos/Hirose%20Elect%20Photos/Hirose%20Electric%20Co%20Ltd-%20HR10A-TC-02.jpg,Interconnect,Tools,"Crimpers, Applicators, Presses","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HR10A-TC-02,16 weeks,82032000,TOOL HAND CRIMPER 5/7MM SIDE,,"{’Tool Method’: ’Manual’, ’Tool Type’: ’Manual’, ’For Use With/Related Products’: ’Manual’, ’Wire Gauge or Range - AWG’: ’Manual’, ’Wire Gauge or Range - mm²’: ’Manual’, ’Ratcheting’: ’Manual’, ’Wire Entry Location’: ’Manual’, ’Features’: ’Manual’, ’",https://www.hirose.com/product/document?clcode=CL0110-0401-7-74&productname=HR10A-10P-12P(74)&series=HR10&documenttype=Catalog&lang=en&documentid=D49400_en,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/HT-102%20HR30-1.JPG,Interconnect,Tools,"Crimpers, Applicators, Presses","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,HT102/HR30-1,16 weeks,82032000,TOOL HAND CRIMPER 26-30AWG SIDE,,"{’Tool Method’: ’Manual’, ’Tool Type’: ’Manual’, ’For Use With/Related Products’: ’Manual’, ’Wire Gauge or Range - AWG’: ’Manual’, ’Ratcheting’: ’Manual’, ’Wire Entry Location’: ’Manual’, ’Features’: ’Manual’, ’RoHS Status’: ’Manual’, ’Moisture Sensi",,,1,1,,
//media.digikey.com/Photos/Hirose Elect Photos/U.FL-2LPHF6-068N2T-A.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,U.FL-2LPHF6-068N2T-A-1000,,85444220,CBL ASSY U.FL PLUG TO PLUG 3.3’,,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",,,100,100,,
,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,PQ50-14(1015)(67),20 weeks,82032000,TOOL ACCY,,"{’RoHS Status’: ’Not applicable’, ’Moisture Sensitivity Level (MSL)’: ’Not applicable’, ’Standard Package’: ’Not applicable’, ’Other Names’: ’Not applicable’}",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04Nx-A-(1000).jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,U.FL-2LP-04N2-A-(200),,85444220,"CBL ASSY U.FL PLUG-PLUG 7.874""",,"{’Style’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Connector’: ’U.FL (UMCC) to U.FL (UMCC)’, ’1st Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’2nd Contact Gender’: ’U.FL (UMCC) to U.FL (UMCC)’, ’Length’: ’U",,,100,100,,U.FL Series Connectors
//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04K1T-AC.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,W.FL-2LP-04K1T-AC-(200),,85444220,"CBL ASSY W.FL PLUG-PLUG 7.874""",,"{’Style’: ’W.FL to W.FL’, ’1st Connector’: ’W.FL to W.FL’, ’2nd Connector’: ’W.FL to W.FL’, ’1st Contact Gender’: ’W.FL to W.FL’, ’2nd Contact Gender’: ’W.FL to W.FL’, ’Length’: ’W.FL to W.FL’, ’Cable Type’: ’W.FL to W.FL’, ’Overall Impedance’: ’W.FL",,,100,100,,
,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,PQ50A-14(1015)(67),20 weeks,82032000,TOOL ACCY,,"{’RoHS Status’: ’Not applicable’, ’Moisture Sensitivity Level (MSL)’: ’Not applicable’, ’Standard Package’: ’Not applicable’, ’Other Names’: ’Not applicable’}",,,1,1,,
,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,PQ50S-2223(2586)(67),20 weeks,82032000,TOOL ACCY,,"{’RoHS Status’: ’Not applicable’, ’Moisture Sensitivity Level (MSL)’: ’Not applicable’, ’Standard Package’: ’Not applicable’, ’Other Names’: ’Not applicable’}",,,1,1,,
,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,PQ50SA-2223(2586)(67),20 weeks,82032000,TOOL ACCY,,"{’RoHS Status’: ’Not applicable’, ’Moisture Sensitivity Level (MSL)’: ’Not applicable’, ’Standard Package’: ’Not applicable’, ’Other Names’: ’Not applicable’}",,,1,1,,
,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,TJ50A-1618-A(67),20 weeks,82032000,TOOL ACCY,,"{’Accessory Type’: ’Crimp Head Components’, ’For Use With/Related Products’: ’Crimp Head Components’, ’RoHS Status’: ’Crimp Head Components’, ’Moisture Sensitivity Level (MSL)’: ’Crimp Head Components’, ’Standard Package’: ’Crimp Head Components’, ’O",https://www.hirose.com/product/document?clcode=&productname=&series=TJ*A&documenttype=Catalog&lang=en&documentid=D49441_en,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_TM5RL-88-JJ.jpg,Interconnect,"Connectors, Interconnects",Modular Connectors - Adapters,"HIROSE ELECTRIC CO., LTD.",Tray,Lead time ,Yes,EAR99,TM5RL-88-JJ(51),,85367000,CONN MOD COUPLER 8P8C TO 8P8C,,"{’Convert From (Adapter End)’: ’Quantity’, ’Convert To (Adapter End)’: ’Quantity’, ’Type’: ’Quantity’, ’Features’: ’Quantity’, ’Ingress Protection’: ’Quantity’, ’Mounting Type’: ’Quantity’, ’Mounting Feature’: ’Quantity’, ’Ratings’: ’Quantity’, ’Shie",https://www.hirose.com/product/document?clcode=CL0222-0737-6-50&productname=TM2REA-1818(50)&series=TM-DS&documenttype=Catalog&lang=en&documentid=D49742_en,,1,1,,
,Interconnect,"Connectors, Interconnects",Modular Connectors - Adapters,"HIROSE ELECTRIC CO., LTD.",Tray,Lead time ,Yes,EAR99,TM5RLF-88-JJ(40),,85367000,CONN MOD JACK 8P8C R/A SHIELDED,,"{’Convert From (Adapter End)’: ’Jack, 8p8c (RJ45)’, ’Convert To (Adapter End)’: ’Jack, 8p8c (RJ45)’, ’Type’: ’Jack, 8p8c (RJ45)’, ’Features’: ’Jack, 8p8c (RJ45)’, ’Ingress Protection’: ’Jack, 8p8c (RJ45)’, ’Mounting Type’: ’Jack, 8p8c (RJ45)’, ’Mount",,,50,50,,
,Interconnect,"Connectors, Interconnects",Modular Connectors - Adapters,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,TM5RL-88-JJ(40),,85367000,CONN MOD COUPLER 8P8C TO 8P8C,,"{’Convert From (Adapter End)’: ’Jack, 8p8c (RJ45)’, ’Convert To (Adapter End)’: ’Jack, 8p8c (RJ45)’, ’Type’: ’Jack, 8p8c (RJ45)’, ’Features’: ’Jack, 8p8c (RJ45)’, ’Ingress Protection’: ’Jack, 8p8c (RJ45)’, ’Mounting Type’: ’Jack, 8p8c (RJ45)’, ’Mount",,,50,50,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-R4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BBT-10112-R8,,85444220,"JUMPER-H9992TR/1852RD/H9992TR12""",,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H3BXT-10112-B6,,85444220,"JUMPER-H1504TR/A3049B/X 12""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,10,10,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-B4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BBT-10112-B8,,85444220,"JUMPER-H9992TR/1852BK/H9992TR12""",,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/TM-6-DC.jpg,Interconnect,"Connectors, Interconnects",Modular Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,TM-6-DC,16 weeks,85367000,CONN DUST CAP FOR 6 POS MOD JACK,,"{’Accessory Type’: ’Cap (Cover), Dust’, ’For Use With/Related Products’: ’Cap (Cover), Dust’, ’Features’: ’Cap (Cover), Dust’, ’Color’: ’Cap (Cover), Dust’, ’RoHS Status’: ’Cap (Cover), Dust’, ’Moisture Sensitivity Level (MSL)’: ’Cap (Cover), Dust’, ",https://www.hirose.com/product/document?clcode=CL0222-0276-5-00&productname=TM-8-DC&series=TM-DC&documenttype=Catalog&lang=en&documentid=D49741_en,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/TM21P-88P(22).JPG,Interconnect,"Connectors, Interconnects",Modular Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,TM21P-88P(22),16 weeks,85367000,CONN GUIDE PLATE FOR TM21 PLUGS,,"{’Accessory Type’: ’Guide Plate’, ’For Use With/Related Products’: ’Guide Plate’, ’Features’: ’Guide Plate’, ’Color’: ’Guide Plate’, ’RoHS Status’: ’Guide Plate’, ’Moisture Sensitivity Level (MSL)’: ’Guide Plate’, ’Standard Package’: ’Guide Plate’, ’",,,"1,000","1,000",,
,Interconnect,"Connectors, Interconnects",Modular Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,TM11BP-8-CV(16),16 weeks,85367000,CONN MOD COVER,,"{’Accessory Type’: ’Cap (Cover)’, ’For Use With/Related Products’: ’Cap (Cover)’, ’Features’: ’Cap (Cover)’, ’Color’: ’Cap (Cover)’, ’RoHS Status’: ’Cap (Cover)’, ’Moisture Sensitivity Level (MSL)’: ’Cap (Cover)’, ’Standard Package’: ’Cap (Cover)’, ’",,,50,50,,TM11 Series Modular Connectors
//media.digikey.com/photos/Hirose%20Elect%20Photos/TM23P-8-BT(07).jpg,Interconnect,"Connectors, Interconnects",Modular Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,TM23P-8-BT(07),16 weeks,85367000,CONN BOOT HOODED FOR TM23 PLUG,,"{’Accessory Type’: ’Boot, Hooded’, ’For Use With/Related Products’: ’Boot, Hooded’, ’Features’: ’Boot, Hooded’, ’Color’: ’Boot, Hooded’, ’RoHS Status’: ’Boot, Hooded’, ’Moisture Sensitivity Level (MSL)’: ’Boot, Hooded’, ’Standard Package’: ’Boot, Hoo",https://www.hirose.com/product/document?clcode=&productname=&series=TM23&documenttype=Catalog&lang=en&documentid=D31700_en,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DM3D-SF.JPG,Interconnect,"Connectors, Interconnects",Memory Connectors - PC Card Sockets,"HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DM3D-SF,16 weeks,85367000,CONN MICRO SD CARD PUSH-PULL,,"{’Card Type’: ’Secure Digital - microSD™’, ’Number of Positions’: ’Secure Digital - microSD™’, ’Connector Type’: ’Secure Digital - microSD™’, ’Insertion, Removal Method’: ’Secure Digital - microSD™’, ’Ejector Side’: ’Secure Digital - microSD™’, ’Moun",https://www.hirose.com/product/document?clcode=CL0609-0033-6-00&productname=DM3AT-SF-PEJ2M5&series=DM3&documenttype=Catalog&lang=en&documentid=D49662_en,,1,1,,dm3d-series
//media.digikey.com/photos/Hirose%20Elect%20Photos/DM3D-SF.JPG,Interconnect,"Connectors, Interconnects",Memory Connectors - PC Card Sockets,"HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DM3D-SF,16 weeks,85367000,CONN MICRO SD CARD PUSH-PULL,,"{’Card Type’: ’Secure Digital - microSD™’, ’Number of Positions’: ’Secure Digital - microSD™’, ’Connector Type’: ’Secure Digital - microSD™’, ’Insertion, Removal Method’: ’Secure Digital - microSD™’, ’Ejector Side’: ’Secure Digital - microSD™’, ’Moun",https://www.hirose.com/product/document?clcode=CL0609-0033-6-00&productname=DM3AT-SF-PEJ2M5&series=DM3&documenttype=Catalog&lang=en&documentid=D49662_en,,1,1,,dm3d-series
//media.digikey.com/photos/Hirose%20Elect%20Photos/DM3C-SF.JPG,Interconnect,"Connectors, Interconnects",Memory Connectors - PC Card Sockets,"HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,Yes,EAR99,DM3C-SF,16 weeks,85367000,CONN MICRO SD CARD HINGED TYPE,,"{’Card Type’: ’Secure Digital - microSD™’, ’Number of Positions’: ’Secure Digital - microSD™’, ’Connector Type’: ’Secure Digital - microSD™’, ’Insertion, Removal Method’: ’Secure Digital - microSD™’, ’Ejector Side’: ’Secure Digital - microSD™’, ’Moun",https://www.hirose.com/product/document?clcode=CL0609-0033-6-00&productname=DM3AT-SF-PEJ2M5&series=DM3&documenttype=Catalog&lang=en&documentid=D49662_en,,"1,300","1,300",,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DM3C-SF.JPG,Interconnect,"Connectors, Interconnects",Memory Connectors - PC Card Sockets,"HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DM3C-SF,16 weeks,85367000,CONN MICRO SD CARD HINGED TYPE,,"{’Card Type’: ’Secure Digital - microSD™’, ’Number of Positions’: ’Secure Digital - microSD™’, ’Connector Type’: ’Secure Digital - microSD™’, ’Insertion, Removal Method’: ’Secure Digital - microSD™’, ’Ejector Side’: ’Secure Digital - microSD™’, ’Moun",https://www.hirose.com/product/document?clcode=CL0609-0033-6-00&productname=DM3AT-SF-PEJ2M5&series=DM3&documenttype=Catalog&lang=en&documentid=D49662_en,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF1E-2RS^P-2.5.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,DF1E-2RS/P-2.5,16 weeks,85367000,CONN RETAINER 2POS 2.5MM,,"{’Accessory Type’: ’Retainer Clip’, ’Number of Positions’: ’Retainer Clip’, ’For Use With/Related Products’: ’Retainer Clip’, ’Features’: ’Retainer Clip’, ’RoHS Status’: ’Retainer Clip’, ’Moisture Sensitivity Level (MSL)’: ’Retainer Clip’, ’Standard ",,,100,100,,DF1B and DF1E Series
//media.digikey.com/Photos/Hirose Elect Photos/DF1-10A1.05.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,DF1-10A1.05,16 weeks,85367000,"IDC PROTECTOR 10POS 26,28AWG",,"{’Accessory Type’: ’Cap (Cover)’, ’Number of Positions’: ’Cap (Cover)’, ’For Use With/Related Products’: ’Cap (Cover)’, ’Features’: ’Cap (Cover)’, ’RoHS Status’: ’Cap (Cover)’, ’Moisture Sensitivity Level (MSL)’: ’Cap (Cover)’, ’Standard Package’: ’C",https://www.hirose.com/product/document?clcode=CL0541-0068-0-05&productname=DF1-12S-2.5R26(05)&series=DF1&documenttype=Catalog&lang=en&documentid=D49650_en,,100,100,,
,Interconnect,"Connectors, Interconnects",Memory Connectors - Inline Module Sockets,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,SX4BA-168S-1.27DSD(92),,85367000,CONN SKT DIMM 168POS PCB,,"{’Connector Style’: ’DIMM’, ’Number of Positions’: ’DIMM’, ’Memory Type’: ’DIMM’, ’Standards’: ’DIMM’, ’Mounting Type’: ’DIMM’, ’Features’: ’DIMM’, ’Mounting Feature’: ’DIMM’, ’Contact Finish’: ’DIMM’, ’Contact Finish Thickness’: ’DIMM’, ’RoHS Status",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF1-3A1.33.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,DF1-3A1.33,16 weeks,85367000,IDC PROTECTOR 3POS 24AWG,,"{’Accessory Type’: ’Cap (Cover)’, ’Number of Positions’: ’Cap (Cover)’, ’For Use With/Related Products’: ’Cap (Cover)’, ’Features’: ’Cap (Cover)’, ’RoHS Status’: ’Cap (Cover)’, ’Moisture Sensitivity Level (MSL)’: ’Cap (Cover)’, ’Standard Package’: ’C",https://www.hirose.com/product/document?clcode=CL0541-0068-0-05&productname=DF1-12S-2.5R26(05)&series=DF1&documenttype=Catalog&lang=en&documentid=D49650_en,,100,100,,
,Interconnect,"Connectors, Interconnects",Memory Connectors - Inline Module Sockets,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,SX4EA-168S-1.27DSD(94),,85367000,CONN SKT DIMM 168POS PCB,,"{’Connector Style’: ’DIMM’, ’Number of Positions’: ’DIMM’, ’Memory Type’: ’DIMM’, ’Standards’: ’DIMM’, ’Mounting Type’: ’DIMM’, ’Features’: ’DIMM’, ’Mounting Feature’: ’DIMM’, ’Contact Finish’: ’DIMM’, ’Contact Finish Thickness’: ’DIMM’, ’Moisture Se",,,1,1,,
,Interconnect,"Connectors, Interconnects",Memory Connectors - Inline Module Sockets,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,SX4EA-168S-1.27DSA(92),,85367000,CONN SKT DIMM 168POS PCB,,"{’Connector Style’: ’DIMM’, ’Number of Positions’: ’DIMM’, ’Memory Type’: ’DIMM’, ’Standards’: ’DIMM’, ’Mounting Type’: ’DIMM’, ’Features’: ’DIMM’, ’Mounting Feature’: ’DIMM’, ’Contact Finish’: ’DIMM’, ’Contact Finish Thickness’: ’DIMM’, ’RoHS Status",,,1,1,,
,Interconnect,"Connectors, Interconnects","Power Entry Connectors - Inlets, Outlets, Modules","HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,,EAR99,RP34-8SP-3SCA(71),,85367000,PWR ENT PLUG RP34 STR CRIMP,,"{’Connector Style’: ’RP34’, ’Connector Type’: ’RP34’, ’Current - IEC’: ’RP34’, ’Voltage - IEC’: ’RP34’, ’Current - UL’: ’RP34’, ’Voltage - UL’: ’RP34’, ’Filter Type’: ’RP34’, ’Accomodates a Fuse’: ’RP34’, ’Number of Positions’: ’RP34’, ’Mounting Type",,,1,1,,
,Interconnect,"Connectors, Interconnects","Power Entry Connectors - Inlets, Outlets, Modules","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,RP34-8R-3PDLF,,85367000,PWR ENT RCPT RP34 PANEL SOLDER,,"{’Connector Style’: ’RP34’, ’Connector Type’: ’RP34’, ’Current - IEC’: ’RP34’, ’Voltage - IEC’: ’RP34’, ’Current - UL’: ’RP34’, ’Voltage - UL’: ’RP34’, ’Filter Type’: ’RP34’, ’Accomodates a Fuse’: ’RP34’, ’Number of Positions’: ’RP34’, ’Mounting Type",,,1,1,,
,Interconnect,"Connectors, Interconnects",Memory Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,NX-15T-CV1,16 weeks,85367000,CONN PLUG COVER 15POS VERT OPEN,,"{’Accessory Type’: ’Cover’, ’For Use With/Related Products’: ’Cover’, ’RoHS Status’: ’Cover’, ’Moisture Sensitivity Level (MSL)’: ’Cover’, ’Standard Package’: ’Cover’, ’Other Names’: ’Cover’}",,,25,25,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_NX-15T-CV.jpg,Interconnect,"Connectors, Interconnects",Memory Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,NX-15T-CV,16 weeks,85367000,CONN PLUG COVER 15POS VERT OPEN,,"{’Accessory Type’: ’Cover’, ’For Use With/Related Products’: ’Cover’, ’RoHS Status’: ’Cover’, ’Moisture Sensitivity Level (MSL)’: ’Cover’, ’Standard Package’: ’Cover’, ’Other Names’: ’Cover’}",,,25,25,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/NX-25T-CV.JPG,Interconnect,"Connectors, Interconnects",Memory Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Tray,Lead time ,Yes,EAR99,NX-25T-CV,16 weeks,85367000,CONN PLUG COVER 25POS VERT OPEN,,"{’Accessory Type’: ’Cover’, ’For Use With/Related Products’: ’Cover’, ’RoHS Status’: ’Cover’, ’Moisture Sensitivity Level (MSL)’: ’Cover’, ’Standard Package’: ’Cover’, ’Other Names’: ’Cover’}",,,10,10,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/NX1-25T-KT3K(05).JPG,Interconnect,"Connectors, Interconnects",Memory Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,NX1-25T-KT3K(05),,85367000,CONN FRAME KIT 25POS,,"{’Accessory Type’: ’Quantity’, ’For Use With/Related Products’: ’Quantity’, ’RoHS Status’: ’Quantity’, ’Moisture Sensitivity Level (MSL)’: ’Quantity’, ’Standard Package’: ’Quantity’, ’Other Names’: ’Quantity’}",,,10,10,,
,Interconnect,"Connectors, Interconnects",Fiber Optic Connectors - Housings,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,HSC-PH2-A2(72),16 weeks,85367000,CONN FBR OPTIC PLUG HSG FOR HSC,,"{’Connector Type’: ’Plug’, ’For Use With/Related Products’: ’Plug’, ’Simplex/Duplex’: ’Plug’, ’Cable Diameter’: ’Plug’, ’Mounting Type’: ’Plug’, ’Housing Material’: ’Plug’, ’Housing Color’: ’Plug’, ’Boot Color’: ’Plug’, ’Ingress Protection’: ’Plug’, ",,,100,100,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_HSC-PH0.9-E1.jpg,Interconnect,"Connectors, Interconnects",Fiber Optic Connectors - Housings,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,HSC-PH0.9-E1(26),16 weeks,85367000,CONN FBR OPTIC PLUG HSG FOR HSC,,"{’Connector Type’: ’Plug’, ’For Use With/Related Products’: ’Plug’, ’Simplex/Duplex’: ’Plug’, ’Cable Diameter’: ’Plug’, ’Mounting Type’: ’Plug’, ’Housing Material’: ’Plug’, ’Housing Color’: ’Plug’, ’Boot Color’: ’Plug’, ’Ingress Protection’: ’Plug’, ",,,100,100,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MDF76GW-30S-1H(55).jpg,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Headers, Receptacles, Female Sockets","HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,MDF76GW-30S-1H(55),16 weeks,85367000,CONN RCPT 30P 0.039 GOLD SMD R/A,,"{’Connector Type’: ’Receptacle’, ’Contact Type’: ’Receptacle’, ’Style’: ’Receptacle’, ’Number of Positions’: ’Receptacle’, ’Number of Positions Loaded’: ’Receptacle’, ’Pitch - Mating’: ’Receptacle’, ’Number of Rows’: ’Receptacle’, ’Row Spacing - Mati",https://www.hirose.com/product/document?clcode=CL0547-0606-9-55&productname=MDF76KBW-30S-1H(55)&series=MDF76&documenttype=Catalog&lang=en&documentid=D49706_en,,1,1,,
