Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
9001,https://www.digikey.com/Photos/Rubycon/450BXF22M18X16.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,35YXH1000MEFC18X16,CAP ALUM 1000UF 20% 35V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,200,200,,"{""Capacitance"":"" 1000F"","" Tolerance"":"" 1000F"","" Voltage - Rated"":"" 1000F"","" ESR (Equivalent Series Resistance)"":"" 1000F"","" Lifetime @ Temp"":"" 1000F"","" Operating Temperature"":"" 1000F"","" Polarization"":"" 1000F"","" Ratings"":"" 1000F"","" Applications"":"" 1000F"","" Ripple Current @ Low Frequency"":"" 1000F"","" Ripple Current @ High Frequency"":"" 1000F"","" Impedance"":"" 1000F"","" Lead Spacing"":"" 1000F"","" Size / Dimension"":"" 1000F"","" Height - Seated (Max)"":"" 1000F"","" Surface Mount Land Size"":"" 1000F"","" Mounting Type"":"" 1000F"","" Package / Case"":"" 1000F"","" RoHS Status"":"" 1000F"","" Moisture Sensitivity Level (MSL)"":"" 1000F"","" Standard Package"":"" 1000F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_yxh.pdf,,
9002,https://www.digikey.com/Photos/Rubycon/25ZLH2200M12.5X30.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,100ZLH330MEFCG412.5X40,CAP ALUM 330UF 20% 100V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,600,600,,"{""Capacitance"":"" 330F"","" Tolerance"":"" 330F"","" Voltage - Rated"":"" 330F"","" ESR (Equivalent Series Resistance)"":"" 330F"","" Lifetime @ Temp"":"" 330F"","" Operating Temperature"":"" 330F"","" Polarization"":"" 330F"","" Ratings"":"" 330F"","" Applications"":"" 330F"","" Lead Spacing"":"" 330F"","" Size / Dimension"":"" 330F"","" Height - Seated (Max)"":"" 330F"","" Surface Mount Land Size"":"" 330F"","" Mounting Type"":"" 330F"","" Package / Case"":"" 330F"","" RoHS Status"":"" 330F"","" Moisture Sensitivity Level (MSL)"":"" 330F"","" Standard Package"":"" 330F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_zlh.pdf,,ZLH Series Capacitors
9003,https://,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,420KXW39MEFC12.5X30,CAP ALUM,RUBYCON CORP.,Bulk,Lead time,,,500,500,,"{""Capacitance"":"" 39F"","" Tolerance"":"" 39F"","" Voltage - Rated"":"" 39F"","" ESR (Equivalent Series Resistance)"":"" 39F"","" Lifetime @ Temp"":"" 39F"","" Operating Temperature"":"" 39F"","" Polarization"":"" 39F"","" Ratings"":"" 39F"","" Applications"":"" 39F"","" Ripple Current @ Low Frequency"":"" 39F"","" Ripple Current @ High Frequency"":"" 39F"","" Lead Spacing"":"" 39F"","" Size / Dimension"":"" 39F"","" Height - Seated (Max)"":"" 39F"","" Surface Mount Land Size"":"" 39F"","" Mounting Type"":"" 39F"","" Package / Case"":"" 39F"","" RoHS Status"":"" 39F"","" Standard Package"":"" 39F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_kxw.pdf,,
9004,https://www.digikey.com/Photos/Rubycon/16PX6800M16X25.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,25PX4700MEFC16X25,CAP ALUM 4700UF 20% 25V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,600,600,,"{""Capacitance"":"" 4700F"","" Tolerance"":"" 4700F"","" Voltage - Rated"":"" 4700F"","" ESR (Equivalent Series Resistance)"":"" 4700F"","" Lifetime @ Temp"":"" 4700F"","" Operating Temperature"":"" 4700F"","" Polarization"":"" 4700F"","" Ratings"":"" 4700F"","" Applications"":"" 4700F"","" Ripple Current @ Low Frequency"":"" 4700F"","" Ripple Current @ High Frequency"":"" 4700F"","" Lead Spacing"":"" 4700F"","" Size / Dimension"":"" 4700F"","" Height - Seated (Max)"":"" 4700F"","" Surface Mount Land Size"":"" 4700F"","" Mounting Type"":"" 4700F"","" Package / Case"":"" 4700F"","" RoHS Status"":"" 4700F"","" Moisture Sensitivity Level (MSL)"":"" 4700F"","" Standard Package"":"" 4700F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_px.pdf,,
9005,https://,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,450PK33MEFC16X25,CAP ALUM 33UF 20% 450V RADIAL TH,RUBYCON CORP.,Bulk,Lead time,,,600,600,,"{""Capacitance"":"" 33F"","" Tolerance"":"" 33F"","" Voltage - Rated"":"" 33F"","" ESR (Equivalent Series Resistance)"":"" 33F"","" Lifetime @ Temp"":"" 33F"","" Operating Temperature"":"" 33F"","" Polarization"":"" 33F"","" Ratings"":"" 33F"","" Applications"":"" 33F"","" Ripple Current @ Low Frequency"":"" 33F"","" Ripple Current @ High Frequency"":"" 33F"","" Lead Spacing"":"" 33F"","" Size / Dimension"":"" 33F"","" Height - Seated (Max)"":"" 33F"","" Surface Mount Land Size"":"" 33F"","" Mounting Type"":"" 33F"","" Package / Case"":"" 33F"","" RoHS Status"":"" 33F"","" Moisture Sensitivity Level (MSL)"":"" 33F"","" Standard Package"":"" 33F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_pk.pdf,,
9006,https://www.digikey.com/Photos/Rubycon/25ZLH2200M12.5X30.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,100ZLH330MEFC12.5X40,CAP ALUM 330UF 20% 100V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,600,600,,"{""Capacitance"":"" 330F"","" Tolerance"":"" 330F"","" Voltage - Rated"":"" 330F"","" ESR (Equivalent Series Resistance)"":"" 330F"","" Lifetime @ Temp"":"" 330F"","" Operating Temperature"":"" 330F"","" Polarization"":"" 330F"","" Ratings"":"" 330F"","" Applications"":"" 330F"","" Lead Spacing"":"" 330F"","" Size / Dimension"":"" 330F"","" Height - Seated (Max)"":"" 330F"","" Surface Mount Land Size"":"" 330F"","" Mounting Type"":"" 330F"","" Package / Case"":"" 330F"","" RoHS Status"":"" 330F"","" Moisture Sensitivity Level (MSL)"":"" 330F"","" Standard Package"":"" 330F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_zlh.pdf,,ZLH Series Capacitors
9007,https://www.digikey.com/Photos/Rubycon/35ZLJ1500MGC16X20.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,80ZLJ330MGC16X20,CAP ALUM 330UF 20% 80V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,600,600,,"{""Capacitance"":"" 330F"","" Tolerance"":"" 330F"","" Voltage - Rated"":"" 330F"","" ESR (Equivalent Series Resistance)"":"" 330F"","" Lifetime @ Temp"":"" 330F"","" Operating Temperature"":"" 330F"","" Polarization"":"" 330F"","" Ratings"":"" 330F"","" Applications"":"" 330F"","" Ripple Current @ Low Frequency"":"" 330F"","" Impedance"":"" 330F"","" Lead Spacing"":"" 330F"","" Size / Dimension"":"" 330F"","" Height - Seated (Max)"":"" 330F"","" Surface Mount Land Size"":"" 330F"","" Mounting Type"":"" 330F"","" Package / Case"":"" 330F"","" RoHS Status"":"" 330F"","" Moisture Sensitivity Level (MSL)"":"" 330F"","" Standard Package"":"" 330F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_ZLJ.pdf,,
9008,https://,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,80TXW270MEFC8X60,CAP ALUM 270UF 20% 80V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,500,500,,"{""Capacitance"":"" 270F"","" Tolerance"":"" 270F"","" Voltage - Rated"":"" 270F"","" ESR (Equivalent Series Resistance)"":"" 270F"","" Lifetime @ Temp"":"" 270F"","" Operating Temperature"":"" 270F"","" Polarization"":"" 270F"","" Ratings"":"" 270F"","" Applications"":"" 270F"","" Ripple Current @ Low Frequency"":"" 270F"","" Ripple Current @ High Frequency"":"" 270F"","" Lead Spacing"":"" 270F"","" Size / Dimension"":"" 270F"","" Height - Seated (Max)"":"" 270F"","" Surface Mount Land Size"":"" 270F"","" Mounting Type"":"" 270F"","" Package / Case"":"" 270F"","" RoHS Status"":"" 270F"","" Moisture Sensitivity Level (MSL)"":"" 270F"","" Standard Package"":"" 270F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_txw.pdf,,
9009,https://www.digikey.com/Photos/Rubycon/16PX6800M16X25.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,25PX4700MEFCGC16X25,CAP ALUM 4700UF 20% 25V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,600,600,,"{""Capacitance"":"" 4700F"","" Tolerance"":"" 4700F"","" Voltage - Rated"":"" 4700F"","" ESR (Equivalent Series Resistance)"":"" 4700F"","" Lifetime @ Temp"":"" 4700F"","" Operating Temperature"":"" 4700F"","" Polarization"":"" 4700F"","" Ratings"":"" 4700F"","" Applications"":"" 4700F"","" Ripple Current @ Low Frequency"":"" 4700F"","" Ripple Current @ High Frequency"":"" 4700F"","" Lead Spacing"":"" 4700F"","" Size / Dimension"":"" 4700F"","" Height - Seated (Max)"":"" 4700F"","" Surface Mount Land Size"":"" 4700F"","" Mounting Type"":"" 4700F"","" Package / Case"":"" 4700F"","" RoHS Status"":"" 4700F"","" Moisture Sensitivity Level (MSL)"":"" 4700F"","" Standard Package"":"" 4700F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_px.pdf,,
9010,https://www.digikey.com/Photos/Rubycon/ZLJ%20SERIES%2012.5x17.5mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,50ZLJ1000M12.5X35,CAP ALUM 1000UF 20% 50V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,600,600,,"{""Capacitance"":"" 1000F"","" Tolerance"":"" 1000F"","" Voltage - Rated"":"" 1000F"","" ESR (Equivalent Series Resistance)"":"" 1000F"","" Lifetime @ Temp"":"" 1000F"","" Operating Temperature"":"" 1000F"","" Polarization"":"" 1000F"","" Ratings"":"" 1000F"","" Applications"":"" 1000F"","" Ripple Current @ Low Frequency"":"" 1000F"","" Impedance"":"" 1000F"","" Lead Spacing"":"" 1000F"","" Size / Dimension"":"" 1000F"","" Height - Seated (Max)"":"" 1000F"","" Surface Mount Land Size"":"" 1000F"","" Mounting Type"":"" 1000F"","" Package / Case"":"" 1000F"","" RoHS Status"":"" 1000F"","" Moisture Sensitivity Level (MSL)"":"" 1000F"","" Standard Package"":"" 1000F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_ZLJ.pdf,,
