Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
4501,https://www.digikey.com/Photos/Rubycon/SZV-SERIES-6.3mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,35SZV22M6.3X5.5,CAP ALUM 22UF 20% 35V SMD,RUBYCON CORP.,Reel,Lead time,,,1,1,,"{""Capacitance"":"" 22F"","" Tolerance"":"" 22F"","" Voltage - Rated"":"" 22F"","" ESR (Equivalent Series Resistance)"":"" 22F"","" Lifetime @ Temp"":"" 22F"","" Operating Temperature"":"" 22F"","" Polarization"":"" 22F"","" Ratings"":"" 22F"","" Applications"":"" 22F"","" Ripple Current @ Low Frequency"":"" 22F"","" Ripple Current @ High Frequency"":"" 22F"","" Impedance"":"" 22F"","" Lead Spacing"":"" 22F"","" Size / Dimension"":"" 22F"","" Height - Seated (Max)"":"" 22F"","" Surface Mount Land Size"":"" 22F"","" Mounting Type"":"" 22F"","" Package / Case"":"" 22F"","" RoHS Status"":"" 22F"","" Moisture Sensitivity Level (MSL)"":"" 22F"","" Standard Package"":"" 22F"","" Other Names"":"" 22F""}",Yes,EAR99,85321000,,,SZV Series Capacitors
4502,https://www.digikey.com/Photos/Rubycon/SEV-SERIES-8x6.5mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,25SEV100M8X6.5,CAP ALUM 100UF 20% 25V SMD,RUBYCON CORP.,Tape and Reel,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 100F"","" Tolerance"":"" 100F"","" Voltage - Rated"":"" 100F"","" ESR (Equivalent Series Resistance)"":"" 100F"","" Lifetime @ Temp"":"" 100F"","" Operating Temperature"":"" 100F"","" Polarization"":"" 100F"","" Ratings"":"" 100F"","" Applications"":"" 100F"","" Ripple Current @ Low Frequency"":"" 100F"","" Ripple Current @ High Frequency"":"" 100F"","" Lead Spacing"":"" 100F"","" Size / Dimension"":"" 100F"","" Height - Seated (Max)"":"" 100F"","" Surface Mount Land Size"":"" 100F"","" Mounting Type"":"" 100F"","" Package / Case"":"" 100F"","" RoHS Status"":"" 100F"","" Moisture Sensitivity Level (MSL)"":"" 100F"","" Standard Package"":"" 100F"","" Other Names"":"" 100F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sev.pdf,,SEV Series Capacitors
4503,https://www.digikey.com/Photos/Rubycon/SZV-SERIES-6.3mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,35SZV22M6.3X5.5,CAP ALUM 22UF 20% 35V SMD,RUBYCON CORP.,Tape and Reel,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 22F"","" Tolerance"":"" 22F"","" Voltage - Rated"":"" 22F"","" ESR (Equivalent Series Resistance)"":"" 22F"","" Lifetime @ Temp"":"" 22F"","" Operating Temperature"":"" 22F"","" Polarization"":"" 22F"","" Ratings"":"" 22F"","" Applications"":"" 22F"","" Ripple Current @ Low Frequency"":"" 22F"","" Ripple Current @ High Frequency"":"" 22F"","" Impedance"":"" 22F"","" Lead Spacing"":"" 22F"","" Size / Dimension"":"" 22F"","" Height - Seated (Max)"":"" 22F"","" Surface Mount Land Size"":"" 22F"","" Mounting Type"":"" 22F"","" Package / Case"":"" 22F"","" RoHS Status"":"" 22F"","" Moisture Sensitivity Level (MSL)"":"" 22F"","" Standard Package"":"" 22F"","" Other Names"":"" 22F""}",Yes,EAR99,85321000,,,SZV Series Capacitors
4504,https://www.digikey.com/Photos/Rubycon/SEV-SERIES-8x6.5mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,25SEV100M8X6.5,CAP ALUM 100UF 20% 25V SMD,RUBYCON CORP.,Reel,Lead time,,,1,1,,"{""Capacitance"":"" 100F"","" Tolerance"":"" 100F"","" Voltage - Rated"":"" 100F"","" ESR (Equivalent Series Resistance)"":"" 100F"","" Lifetime @ Temp"":"" 100F"","" Operating Temperature"":"" 100F"","" Polarization"":"" 100F"","" Ratings"":"" 100F"","" Applications"":"" 100F"","" Ripple Current @ Low Frequency"":"" 100F"","" Ripple Current @ High Frequency"":"" 100F"","" Lead Spacing"":"" 100F"","" Size / Dimension"":"" 100F"","" Height - Seated (Max)"":"" 100F"","" Surface Mount Land Size"":"" 100F"","" Mounting Type"":"" 100F"","" Package / Case"":"" 100F"","" RoHS Status"":"" 100F"","" Moisture Sensitivity Level (MSL)"":"" 100F"","" Standard Package"":"" 100F"","" Other Names"":"" 100F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sev.pdf,,SEV Series Capacitors
4505,https://www.digikey.com/Photos/Rubycon/SEV-SERIES-8x6.5mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,25SEV100M8X6.5,CAP ALUM 100UF 20% 25V SMD,RUBYCON CORP.,Tape,Lead time,,,1,1,,"{""Capacitance"":"" 100F"","" Tolerance"":"" 100F"","" Voltage - Rated"":"" 100F"","" ESR (Equivalent Series Resistance)"":"" 100F"","" Lifetime @ Temp"":"" 100F"","" Operating Temperature"":"" 100F"","" Polarization"":"" 100F"","" Ratings"":"" 100F"","" Applications"":"" 100F"","" Ripple Current @ Low Frequency"":"" 100F"","" Ripple Current @ High Frequency"":"" 100F"","" Lead Spacing"":"" 100F"","" Size / Dimension"":"" 100F"","" Height - Seated (Max)"":"" 100F"","" Surface Mount Land Size"":"" 100F"","" Mounting Type"":"" 100F"","" Package / Case"":"" 100F"","" RoHS Status"":"" 100F"","" Moisture Sensitivity Level (MSL)"":"" 100F"","" Standard Package"":"" 100F"","" Other Names"":"" 100F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sev.pdf,,SEV Series Capacitors
4506,https://www.digikey.com/Photos/Rubycon/PX%20SERIES%2013.5mm.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,10PX100MEFC5X11,CAP ALUM 100UF 20% 10V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,"3,000","3,000",,"{""Capacitance"":"" 100F"","" Tolerance"":"" 100F"","" Voltage - Rated"":"" 100F"","" ESR (Equivalent Series Resistance)"":"" 100F"","" Lifetime @ Temp"":"" 100F"","" Operating Temperature"":"" 100F"","" Polarization"":"" 100F"","" Ratings"":"" 100F"","" Applications"":"" 100F"","" Ripple Current @ Low Frequency"":"" 100F"","" Ripple Current @ High Frequency"":"" 100F"","" Lead Spacing"":"" 100F"","" Size / Dimension"":"" 100F"","" Height - Seated (Max)"":"" 100F"","" Surface Mount Land Size"":"" 100F"","" Mounting Type"":"" 100F"","" Package / Case"":"" 100F"","" RoHS Status"":"" 100F"","" Moisture Sensitivity Level (MSL)"":"" 100F"","" Standard Package"":"" 100F"","" Other Names"":"" 100F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_px.pdf,,
4507,https://www.digikey.com/Photos/Rubycon/10PK100MEFC5X11.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,10PK100MEFC5X11,CAP ALUM 100UF 20% 10V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,"3,000","3,000",,"{""Capacitance"":"" 100F"","" Tolerance"":"" 100F"","" Voltage - Rated"":"" 100F"","" ESR (Equivalent Series Resistance)"":"" 100F"","" Lifetime @ Temp"":"" 100F"","" Operating Temperature"":"" 100F"","" Polarization"":"" 100F"","" Ratings"":"" 100F"","" Applications"":"" 100F"","" Ripple Current @ Low Frequency"":"" 100F"","" Ripple Current @ High Frequency"":"" 100F"","" Lead Spacing"":"" 100F"","" Size / Dimension"":"" 100F"","" Height - Seated (Max)"":"" 100F"","" Surface Mount Land Size"":"" 100F"","" Mounting Type"":"" 100F"","" Package / Case"":"" 100F"","" RoHS Status"":"" 100F"","" Moisture Sensitivity Level (MSL)"":"" 100F"","" Standard Package"":"" 100F"","" Other Names"":"" 100F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_pk.pdf,,
4508,https://www.digikey.com/Photos/Rubycon/MS7-SERIES-4mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,6.3MS747MEFC4X7,CAP ALUM 47UF 20% 6.3V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,"5,000","5,000",,"{""Capacitance"":"" 47F"","" Tolerance"":"" 47F"","" Voltage - Rated"":"" 47F"","" ESR (Equivalent Series Resistance)"":"" 47F"","" Lifetime @ Temp"":"" 47F"","" Operating Temperature"":"" 47F"","" Polarization"":"" 47F"","" Ratings"":"" 47F"","" Applications"":"" 47F"","" Ripple Current @ Low Frequency"":"" 47F"","" Ripple Current @ High Frequency"":"" 47F"","" Lead Spacing"":"" 47F"","" Size / Dimension"":"" 47F"","" Height - Seated (Max)"":"" 47F"","" Surface Mount Land Size"":"" 47F"","" Mounting Type"":"" 47F"","" Package / Case"":"" 47F"","" RoHS Status"":"" 47F"","" Moisture Sensitivity Level (MSL)"":"" 47F"","" Standard Package"":"" 47F"","" Other Names"":"" 47F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_ms7.pdf,,
4509,https://www.digikey.com/Photos/Rubycon/SGV-SERIES-8x10.5mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,63SGV33M8X10.5,CAP ALUM 33UF 20% 63V SMD,RUBYCON CORP.,Tape and Reel,Lead time,,,500,500,,"{""Capacitance"":"" 33F"","" Tolerance"":"" 33F"","" Voltage - Rated"":"" 33F"","" ESR (Equivalent Series Resistance)"":"" 33F"","" Lifetime @ Temp"":"" 33F"","" Operating Temperature"":"" 33F"","" Polarization"":"" 33F"","" Ratings"":"" 33F"","" Applications"":"" 33F"","" Ripple Current @ Low Frequency"":"" 33F"","" Ripple Current @ High Frequency"":"" 33F"","" Lead Spacing"":"" 33F"","" Size / Dimension"":"" 33F"","" Height - Seated (Max)"":"" 33F"","" Surface Mount Land Size"":"" 33F"","" Mounting Type"":"" 33F"","" Package / Case"":"" 33F"","" RoHS Status"":"" 33F"","" Moisture Sensitivity Level (MSL)"":"" 33F"","" Standard Package"":"" 33F"","" Other Names"":"" 33F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sgv.pdf,,
4510,https://www.digikey.com/Photos/Rubycon/SGV-SERIES-8x10.5mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,63SGV33M8X10.5,CAP ALUM 33UF 20% 63V SMD,RUBYCON CORP.,Tape,Lead time,,,1,1,,"{""Capacitance"":"" 33F"","" Tolerance"":"" 33F"","" Voltage - Rated"":"" 33F"","" ESR (Equivalent Series Resistance)"":"" 33F"","" Lifetime @ Temp"":"" 33F"","" Operating Temperature"":"" 33F"","" Polarization"":"" 33F"","" Ratings"":"" 33F"","" Applications"":"" 33F"","" Ripple Current @ Low Frequency"":"" 33F"","" Ripple Current @ High Frequency"":"" 33F"","" Lead Spacing"":"" 33F"","" Size / Dimension"":"" 33F"","" Height - Seated (Max)"":"" 33F"","" Surface Mount Land Size"":"" 33F"","" Mounting Type"":"" 33F"","" Package / Case"":"" 33F"","" RoHS Status"":"" 33F"","" Moisture Sensitivity Level (MSL)"":"" 33F"","" Standard Package"":"" 33F"","" Other Names"":"" 33F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sgv.pdf,,
4511,https://www.digikey.com/Photos/Rubycon/SGV-SERIES-8x10.5mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,63SGV33M8X10.5,CAP ALUM 33UF 20% 63V SMD,RUBYCON CORP.,Reel,Lead time,,,1,1,,"{""Capacitance"":"" 33F"","" Tolerance"":"" 33F"","" Voltage - Rated"":"" 33F"","" ESR (Equivalent Series Resistance)"":"" 33F"","" Lifetime @ Temp"":"" 33F"","" Operating Temperature"":"" 33F"","" Polarization"":"" 33F"","" Ratings"":"" 33F"","" Applications"":"" 33F"","" Ripple Current @ Low Frequency"":"" 33F"","" Ripple Current @ High Frequency"":"" 33F"","" Lead Spacing"":"" 33F"","" Size / Dimension"":"" 33F"","" Height - Seated (Max)"":"" 33F"","" Surface Mount Land Size"":"" 33F"","" Mounting Type"":"" 33F"","" Package / Case"":"" 33F"","" RoHS Status"":"" 33F"","" Moisture Sensitivity Level (MSL)"":"" 33F"","" Standard Package"":"" 33F"","" Other Names"":"" 33F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_sgv.pdf,,
4512,https://www.digikey.com/Photos/Rubycon/10TZV1000M10X10.5.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,10TZV1000M10X10.5,CAP ALUM 1000UF 20% 10V SMD,RUBYCON CORP.,Tape and Reel,Lead time,,,500,500,,"{""Capacitance"":"" 1000F"","" Tolerance"":"" 1000F"","" Voltage - Rated"":"" 1000F"","" ESR (Equivalent Series Resistance)"":"" 1000F"","" Lifetime @ Temp"":"" 1000F"","" Operating Temperature"":"" 1000F"","" Polarization"":"" 1000F"","" Ratings"":"" 1000F"","" Applications"":"" 1000F"","" Ripple Current @ Low Frequency"":"" 1000F"","" Ripple Current @ High Frequency"":"" 1000F"","" Impedance"":"" 1000F"","" Lead Spacing"":"" 1000F"","" Size / Dimension"":"" 1000F"","" Height - Seated (Max)"":"" 1000F"","" Surface Mount Land Size"":"" 1000F"","" Mounting Type"":"" 1000F"","" Package / Case"":"" 1000F"","" RoHS Status"":"" 1000F"","" Moisture Sensitivity Level (MSL)"":"" 1000F"","" Standard Package"":"" 1000F"","" Other Names"":"" 1000F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_tzv.pdf,,
