Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
7501,https://www.digikey.com/Photos/Rubycon/100ZLJ100M10X20.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,63ZLJ120MT810X12.5,CAP ALUM 120UF 20% 63V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 120F"","" Tolerance"":"" 120F"","" Voltage - Rated"":"" 120F"","" ESR (Equivalent Series Resistance)"":"" 120F"","" Lifetime @ Temp"":"" 120F"","" Operating Temperature"":"" 120F"","" Polarization"":"" 120F"","" Ratings"":"" 120F"","" Applications"":"" 120F"","" Ripple Current @ Low Frequency"":"" 120F"","" Impedance"":"" 120F"","" Lead Spacing"":"" 120F"","" Size / Dimension"":"" 120F"","" Height - Seated (Max)"":"" 120F"","" Surface Mount Land Size"":"" 120F"","" Mounting Type"":"" 120F"","" Package / Case"":"" 120F"","" RoHS Status"":"" 120F"","" Moisture Sensitivity Level (MSL)"":"" 120F"","" Standard Package"":"" 120F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_ZLJ.pdf,,
7502,https://www.digikey.com/Photos/Rubycon/25YXG470M8X20.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,25ZLK470MTA8X20,CAP ALUM 470UF 20% 25V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 470F"","" Tolerance"":"" 470F"","" Voltage - Rated"":"" 470F"","" ESR (Equivalent Series Resistance)"":"" 470F"","" Lifetime @ Temp"":"" 470F"","" Operating Temperature"":"" 470F"","" Polarization"":"" 470F"","" Ratings"":"" 470F"","" Applications"":"" 470F"","" Ripple Current @ Low Frequency"":"" 470F"","" Ripple Current @ High Frequency"":"" 470F"","" Impedance"":"" 470F"","" Lead Spacing"":"" 470F"","" Size / Dimension"":"" 470F"","" Height - Seated (Max)"":"" 470F"","" Surface Mount Land Size"":"" 470F"","" Mounting Type"":"" 470F"","" Package / Case"":"" 470F"","" RoHS Status"":"" 470F"","" Moisture Sensitivity Level (MSL)"":"" 470F"","" Standard Package"":"" 470F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_zlk.pdf,,
7503,https://www.digikey.com/Photos/Rubycon/25YXG470M8X20.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,25ZLK470MT78X20,CAP ALUM 470UF 20% 25V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 470F"","" Tolerance"":"" 470F"","" Voltage - Rated"":"" 470F"","" ESR (Equivalent Series Resistance)"":"" 470F"","" Lifetime @ Temp"":"" 470F"","" Operating Temperature"":"" 470F"","" Polarization"":"" 470F"","" Ratings"":"" 470F"","" Applications"":"" 470F"","" Ripple Current @ Low Frequency"":"" 470F"","" Ripple Current @ High Frequency"":"" 470F"","" Impedance"":"" 470F"","" Lead Spacing"":"" 470F"","" Size / Dimension"":"" 470F"","" Height - Seated (Max)"":"" 470F"","" Surface Mount Land Size"":"" 470F"","" Mounting Type"":"" 470F"","" Package / Case"":"" 470F"","" RoHS Status"":"" 470F"","" Moisture Sensitivity Level (MSL)"":"" 470F"","" Standard Package"":"" 470F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_zlk.pdf,,
7504,https://www.digikey.com/photos/Rubycon/50YXG330MEFC10X20.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,100YXG10MEFCT810X20,CAP ALUM 10UF 20% 100V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 10F"","" Tolerance"":"" 10F"","" Voltage - Rated"":"" 10F"","" ESR (Equivalent Series Resistance)"":"" 10F"","" Lifetime @ Temp"":"" 10F"","" Operating Temperature"":"" 10F"","" Polarization"":"" 10F"","" Ratings"":"" 10F"","" Applications"":"" 10F"","" Lead Spacing"":"" 10F"","" Size / Dimension"":"" 10F"","" Height - Seated (Max)"":"" 10F"","" Surface Mount Land Size"":"" 10F"","" Mounting Type"":"" 10F"","" Package / Case"":"" 10F"","" RoHS Status"":"" 10F"","" Moisture Sensitivity Level (MSL)"":"" 10F"","" Standard Package"":"" 10F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_yxg.pdf,,
7505,https://www.digikey.com/photos/Rubycon/50YXG330MEFC10X20.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,100YXG10MEFC10X20,CAP ALUM 10UF 20% 100V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 10F"","" Tolerance"":"" 10F"","" Voltage - Rated"":"" 10F"","" ESR (Equivalent Series Resistance)"":"" 10F"","" Lifetime @ Temp"":"" 10F"","" Operating Temperature"":"" 10F"","" Polarization"":"" 10F"","" Ratings"":"" 10F"","" Applications"":"" 10F"","" Lead Spacing"":"" 10F"","" Size / Dimension"":"" 10F"","" Height - Seated (Max)"":"" 10F"","" Surface Mount Land Size"":"" 10F"","" Mounting Type"":"" 10F"","" Package / Case"":"" 10F"","" RoHS Status"":"" 10F"","" Moisture Sensitivity Level (MSL)"":"" 10F"","" Standard Package"":"" 10F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_yxg.pdf,,
7506,https://www.digikey.com/Photos/Rubycon/ZLS%20SERIES%2010x22mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,25ZLH820MEFCT810X20,CAP ALUM 820UF 20% 25V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 820F"","" Tolerance"":"" 820F"","" Voltage - Rated"":"" 820F"","" ESR (Equivalent Series Resistance)"":"" 820F"","" Lifetime @ Temp"":"" 820F"","" Operating Temperature"":"" 820F"","" Polarization"":"" 820F"","" Ratings"":"" 820F"","" Applications"":"" 820F"","" Ripple Current @ Low Frequency"":"" 820F"","" Ripple Current @ High Frequency"":"" 820F"","" Impedance"":"" 820F"","" Lead Spacing"":"" 820F"","" Size / Dimension"":"" 820F"","" Height - Seated (Max)"":"" 820F"","" Surface Mount Land Size"":"" 820F"","" Mounting Type"":"" 820F"","" Package / Case"":"" 820F"","" RoHS Status"":"" 820F"","" Moisture Sensitivity Level (MSL)"":"" 820F"","" Standard Package"":"" 820F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_zlh.pdf,,ZLH Series Capacitors
7507,https://www.digikey.com/Photos/Rubycon/CFX-SERIES-10x18mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,350CFX10MEFC10X20,CAP ALUM 10UF 20% 350V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 10F"","" Tolerance"":"" 10F"","" Voltage - Rated"":"" 10F"","" ESR (Equivalent Series Resistance)"":"" 10F"","" Lifetime @ Temp"":"" 10F"","" Operating Temperature"":"" 10F"","" Polarization"":"" 10F"","" Ratings"":"" 10F"","" Applications"":"" 10F"","" Ripple Current @ Low Frequency"":"" 10F"","" Ripple Current @ High Frequency"":"" 10F"","" Lead Spacing"":"" 10F"","" Size / Dimension"":"" 10F"","" Height - Seated (Max)"":"" 10F"","" Surface Mount Land Size"":"" 10F"","" Mounting Type"":"" 10F"","" Package / Case"":"" 10F"","" RoHS Status"":"" 10F"","" Moisture Sensitivity Level (MSL)"":"" 10F"","" Standard Package"":"" 10F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_cfx.pdf,,
7508,https://www.digikey.com/Photos/Rubycon/BXC%20SERIES%2016x27mm.JPG,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,160BXC10MEFCT810X16,CAP ALUM 10UF 20% 160V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 10F"","" Tolerance"":"" 10F"","" Voltage - Rated"":"" 10F"","" ESR (Equivalent Series Resistance)"":"" 10F"","" Lifetime @ Temp"":"" 10F"","" Operating Temperature"":"" 10F"","" Polarization"":"" 10F"","" Ratings"":"" 10F"","" Applications"":"" 10F"","" Ripple Current @ Low Frequency"":"" 10F"","" Ripple Current @ High Frequency"":"" 10F"","" Lead Spacing"":"" 10F"","" Size / Dimension"":"" 10F"","" Height - Seated (Max)"":"" 10F"","" Surface Mount Land Size"":"" 10F"","" Mounting Type"":"" 10F"","" Package / Case"":"" 10F"","" RoHS Status"":"" 10F"","" Moisture Sensitivity Level (MSL)"":"" 10F"","" Standard Package"":"" 10F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_bxc.pdf,,BXC Series Capacitors
7509,https://www.digikey.com/Photos/Rubycon/NA-Series.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,50NA100MEFC10X16,CAP ALUM 100UF 20% 50V RADIAL,RUBYCON CORP.,Bulk,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 100F"","" Tolerance"":"" 100F"","" Voltage - Rated"":"" 100F"","" ESR (Equivalent Series Resistance)"":"" 100F"","" Lifetime @ Temp"":"" 100F"","" Operating Temperature"":"" 100F"","" Polarization"":"" 100F"","" Ratings"":"" 100F"","" Applications"":"" 100F"","" Ripple Current @ Low Frequency"":"" 100F"","" Ripple Current @ High Frequency"":"" 100F"","" Lead Spacing"":"" 100F"","" Size / Dimension"":"" 100F"","" Height - Seated (Max)"":"" 100F"","" Surface Mount Land Size"":"" 100F"","" Mounting Type"":"" 100F"","" Package / Case"":"" 100F"","" RoHS Status"":"" 100F"","" Moisture Sensitivity Level (MSL)"":"" 100F"","" Standard Package"":"" 100F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_na.pdf,,
7510,https://www.digikey.com/Photos/Rubycon/CFX-SERIES-10x18mm.jpg,Passive Components,Capacitors,Aluminum Electrolytic Capacitors,350CFX10MEFCT810X20,CAP ALUM 10UF 20% 350V RADIAL,RUBYCON CORP.,Tape and Box,Lead time,,,"1,000","1,000",,"{""Capacitance"":"" 10F"","" Tolerance"":"" 10F"","" Voltage - Rated"":"" 10F"","" ESR (Equivalent Series Resistance)"":"" 10F"","" Lifetime @ Temp"":"" 10F"","" Operating Temperature"":"" 10F"","" Polarization"":"" 10F"","" Ratings"":"" 10F"","" Applications"":"" 10F"","" Ripple Current @ Low Frequency"":"" 10F"","" Ripple Current @ High Frequency"":"" 10F"","" Lead Spacing"":"" 10F"","" Size / Dimension"":"" 10F"","" Height - Seated (Max)"":"" 10F"","" Surface Mount Land Size"":"" 10F"","" Mounting Type"":"" 10F"","" Package / Case"":"" 10F"","" RoHS Status"":"" 10F"","" Moisture Sensitivity Level (MSL)"":"" 10F"","" Standard Package"":"" 10F""}",Yes,EAR99,85321000,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_cfx.pdf,,
